,city,state,city_size,mode,n,percent,moe,state_abb,state_region
1856,Bethel Park municipality,Pennsylvania,Small,Walk,156,1.0,0.4,PA,Northeast
1857,Bethlehem city,Pennsylvania,Small,Walk,1631,5.0,1.0,PA,Northeast
1858,Bettendorf city,Iowa,Small,Walk,141,0.9,0.5,IA,North Central
1859,Beverly city,Massachusetts,Small,Walk,1336,6.4,1.2,MA,Northeast
1860,Beverly Hills city,California,Small,Walk,889,5.4,1.2,CA,West
1861,Biddeford city,Maine,Small,Walk,661,6.0,2.4,ME,Northeast
1862,Big Spring city,Texas,Small,Walk,231,2.6,1.3,TX,South
1863,Biloxi city,Mississippi,Small,Walk,2131,9.3,1.5,MS,South
1864,Binghamton city,New York,Small,Walk,899,4.8,1.1,NY,Northeast
1865,Birmingham city,Michigan,Small,Walk,185,1.9,0.9,MI,North Central
1866,Bismarck city,North Dakota,Small,Walk,840,2.5,0.6,ND,North Central
1867,Bixby city,Oklahoma,Small,Walk,19,0.2,0.2,OK,South
1868,Blacksburg town,Virginia,Small,Walk,1836,10.6,1.9,VA,South
1869,Blaine city,Minnesota,Small,Walk,232,0.8,0.3,MN,North Central
1870,Bloomingdale village,Illinois,Small,Walk,99,0.9,0.8,IL,North Central
1871,Bloomington city,Illinois,Small,Walk,1201,3.1,0.8,IL,North Central
1872,Bloomington city,Indiana,Small,Walk,5067,14.4,1.5,IN,North Central
1873,Bloomington city,Minnesota,Small,Walk,757,1.8,0.5,MN,North Central
1874,Blue Island city,Illinois,Small,Walk,263,2.7,1.2,IL,North Central
1875,Blue Springs city,Missouri,Small,Walk,187,0.7,0.4,MO,North Central
1876,Blythe city,California,Small,Walk,147,2.7,1.3,CA,West
1877,Boca Raton city,Florida,Small,Walk,936,2.4,0.6,FL,South
1878,Bolingbrook village,Illinois,Small,Walk,347,1.0,0.3,IL,North Central
1879,Bonita Springs city,Florida,Small,Walk,189,1.2,0.7,FL,South
1880,Bossier City city,Louisiana,Small,Walk,815,2.7,0.7,LA,South
1881,Bothell city,Washington,Small,Walk,237,1.4,0.6,WA,West
1882,Bountiful city,Utah,Small,Walk,266,1.4,0.6,UT,West
1883,Bowie city,Maryland,Small,Walk,466,1.6,0.6,MD,South
1884,Bowling Green city,Kentucky,Small,Walk,1338,5.0,1.0,KY,South
1885,Bowling Green city,Ohio,Small,Walk,2351,15.8,2.4,OH,North Central
1886,Boynton Beach city,Florida,Small,Walk,246,0.8,0.4,FL,South
1887,Bozeman city,Montana,Small,Walk,2071,10.1,1.7,MT,West
1888,Bradenton city,Florida,Small,Walk,264,1.3,0.5,FL,South
1889,Braintree Town city,Massachusetts,Small,Walk,154,0.9,0.4,MA,Northeast
1890,Brandon city,Mississippi,Small,Walk,38,0.4,0.4,MS,South
1891,Brawley city,California,Small,Walk,315,3.7,1.7,CA,West
1892,Brea city,California,Small,Walk,299,1.5,0.7,CA,West
1893,Bremerton city,Washington,Small,Walk,2004,11.1,3.0,WA,West
1894,Brentwood city,California,Small,Walk,180,0.8,0.5,CA,West
1895,Brentwood city,Tennessee,Small,Walk,161,1.0,0.6,TN,South
1896,Bridgeton city,New Jersey,Small,Walk,194,2.5,1.3,NJ,Northeast
1897,Brighton city,Colorado,Small,Walk,313,2.1,0.9,CO,West
1898,Bristol city,Connecticut,Small,Walk,367,1.2,0.5,CT,Northeast
1899,Bristol city,Tennessee,Small,Walk,191,1.7,1.1,TN,South
1900,Brockton city,Massachusetts,Small,Walk,1133,2.7,0.6,MA,Northeast
1901,Brookfield city,Wisconsin,Small,Walk,145,0.8,0.5,WI,North Central
1902,Brookings city,South Dakota,Small,Walk,1096,8.9,2.0,SD,North Central
1903,Brooklyn Center city,Minnesota,Small,Walk,384,2.7,1.1,MN,North Central
1904,Brooklyn Park city,Minnesota,Small,Walk,259,0.7,0.3,MN,North Central
1905,Broomfield city,Colorado,Small,Walk,355,1.2,0.6,CO,West
1906,Brownsburg town,Indiana,Small,Walk,11,0.1,0.2,IN,North Central
1907,Brunswick city,Ohio,Small,Walk,261,1.5,1.1,OH,North Central
1908,Bryan city,Texas,Small,Walk,924,2.6,0.8,TX,South
1909,Buckeye town,Arizona,Small,Walk,211,1.1,0.5,AZ,West
1910,Buena Park city,California,Small,Walk,1057,2.9,0.6,CA,West
1911,Buffalo Grove village,Illinois,Small,Walk,119,0.5,0.2,IL,North Central
1912,Bullhead City city,Arizona,Small,Walk,177,1.3,0.7,AZ,West
1913,Burbank city,Illinois,Small,Walk,175,1.4,0.7,IL,North Central
1914,Burien city,Washington,Small,Walk,355,1.8,0.6,WA,West
1915,Burleson city,Texas,Small,Walk,156,0.9,0.6,TX,South
1916,Burlingame city,California,Small,Walk,532,3.7,1.4,CA,West
1917,Burlington city,Iowa,Small,Walk,240,2.1,0.9,IA,North Central
1918,Burlington city,North Carolina,Small,Walk,250,1.1,0.6,NC,South
1919,Burlington city,Vermont,Small,Walk,4490,20.3,1.9,VT,Northeast
1920,Burnsville city,Minnesota,Small,Walk,426,1.3,0.5,MN,North Central
1921,Burton city,Michigan,Small,Walk,59,0.5,0.3,MI,North Central
1922,Butte-Silver Bow (balance),Montana,Small,Walk,651,4.2,1.3,MT,West
1923,Cabot city,Arkansas,Small,Walk,123,1.1,0.8,AR,South
1924,Calabasas city,California,Small,Walk,27,0.3,0.3,CA,West
1925,Caldwell city,Idaho,Small,Walk,181,1.0,0.4,ID,West
1926,Caledonia village,Wisconsin,Small,Walk,26,0.2,0.2,WI,North Central
1927,Calexico city,California,Small,Walk,438,3.6,1.4,CA,West
1928,Calumet City city,Illinois,Small,Walk,334,2.3,1.0,IL,North Central
1929,Camarillo city,California,Small,Walk,392,1.3,0.5,CA,West
1930,Camas city,Washington,Small,Walk,153,1.9,1.1,WA,West
1931,Camden city,New Jersey,Small,Walk,1300,5.5,1.3,NJ,Northeast
1932,Campbell city,California,Small,Walk,306,1.4,0.6,CA,West
1933,Canton city,Georgia,Small,Walk,258,2.6,1.4,GA,South
1934,Canton city,Ohio,Small,Walk,898,3.1,1.0,OH,North Central
1935,Cape Girardeau city,Missouri,Small,Walk,908,5.1,1.4,MO,North Central
1936,Carbondale city,Illinois,Small,Walk,1601,15.1,3.2,IL,North Central
1937,Carlsbad city,New Mexico,Small,Walk,155,1.3,0.9,NM,West
1938,Carmel city,Indiana,Small,Walk,364,0.9,0.4,IN,North Central
1939,Carol Stream village,Illinois,Small,Walk,209,1.0,0.7,IL,North Central
1940,Carpentersville village,Illinois,Small,Walk,147,0.8,0.5,IL,North Central
1941,Carrboro town,North Carolina,Small,Walk,311,2.7,1.1,NC,South
1942,Carrollton city,Georgia,Small,Walk,224,2.4,1.2,GA,South
1943,Carson city,California,Small,Walk,697,1.7,0.6,CA,West
1944,Carson City,Nevada,Small,Walk,387,1.7,0.6,NV,West
1945,Carteret borough,New Jersey,Small,Walk,211,2.1,1.1,NJ,Northeast
1946,Casa Grande city,Arizona,Small,Walk,443,2.4,1.1,AZ,West
1947,Casper city,Wyoming,Small,Walk,483,1.7,0.6,WY,West
1948,Casselberry city,Florida,Small,Walk,184,1.5,0.9,FL,South
1949,Castle Rock town,Colorado,Small,Walk,373,1.5,1.1,CO,West
1950,Cathedral City city,California,Small,Walk,198,0.9,0.4,CA,West
1951,Cedar City city,Utah,Small,Walk,666,5.6,2.0,UT,West
1952,Cedar Falls city,Iowa,Small,Walk,2411,11.8,1.9,IA,North Central
1953,Cedar Hill city,Texas,Small,Walk,282,1.3,0.6,TX,South
1954,Cedar Park city,Texas,Small,Walk,287,1.1,0.6,TX,South
1955,Centerville city,Ohio,Small,Walk,10,0.1,0.2,OH,North Central
1956,Central city,Louisiana,Small,Walk,75,0.5,0.4,LA,South
1957,Ceres city,California,Small,Walk,294,1.7,0.8,CA,West
1958,Cerritos city,California,Small,Walk,146,0.7,0.4,CA,West
1959,Chambersburg borough,Pennsylvania,Small,Walk,332,4.1,1.5,PA,Northeast
1960,Champaign city,Illinois,Small,Walk,4831,12.1,1.5,IL,North Central
1961,Champlin city,Minnesota,Small,Walk,50,0.4,0.3,MN,North Central
1962,Chanhassen city,Minnesota,Small,Walk,118,1.0,0.6,MN,North Central
1963,Chapel Hill town,North Carolina,Small,Walk,2685,10.2,1.2,NC,South
1964,Charleston city,Illinois,Small,Walk,1365,13.5,2.7,IL,North Central
1965,Charleston city,West Virginia,Small,Walk,1268,5.5,1.2,WV,South
1966,Charlottesville city,Virginia,Small,Walk,2592,12.6,1.7,VA,South
1967,Chaska city,Minnesota,Small,Walk,96,0.8,0.6,MN,North Central
1968,Chelsea city,Massachusetts,Small,Walk,1322,8.2,1.8,MA,Northeast
1969,Chester city,Pennsylvania,Small,Walk,861,7.5,1.5,PA,Northeast
1970,Chesterfield city,Missouri,Small,Walk,187,0.8,0.4,MO,North Central
1971,Cheyenne city,Wyoming,Small,Walk,699,2.3,0.8,WY,West
1972,Chicago Heights city,Illinois,Small,Walk,194,1.7,0.8,IL,North Central
1973,Chico city,California,Small,Walk,2155,5.6,0.9,CA,West
1974,Chicopee city,Massachusetts,Small,Walk,718,2.8,0.9,MA,Northeast
1975,Chillicothe city,Ohio,Small,Walk,190,2.2,1.1,OH,North Central
1976,Chino city,California,Small,Walk,399,1.2,0.5,CA,West
1977,Chino Hills city,California,Small,Walk,278,0.8,0.5,CA,West
1978,Christiansburg town,Virginia,Small,Walk,23,0.2,0.2,VA,South
1979,Cicero town,Illinois,Small,Walk,1171,3.5,0.8,IL,North Central
1980,Citrus Heights city,California,Small,Walk,723,1.9,0.6,CA,West
1981,Claremont city,California,Small,Walk,1561,10.6,1.8,CA,West
1982,Clarksville town,Indiana,Small,Walk,152,1.5,1.0,IN,North Central
1983,Clearfield city,Utah,Small,Walk,201,1.5,0.8,UT,West
1984,Cleburne city,Texas,Small,Walk,148,1.2,0.7,TX,South
1985,Clermont city,Florida,Small,Walk,173,1.5,1.2,FL,South
1986,Cleveland city,Tennessee,Small,Walk,473,2.7,0.9,TN,South
1987,Cleveland Heights city,Ohio,Small,Walk,1254,5.6,0.9,OH,North Central
1988,Cliffside Park borough,New Jersey,Small,Walk,487,4.2,1.6,NJ,Northeast
1989,Clifton city,New Jersey,Small,Walk,947,2.3,0.6,NJ,Northeast
1990,Clinton city,Iowa,Small,Walk,289,2.4,1.0,IA,North Central
1991,Clinton city,Mississippi,Small,Walk,120,1.0,0.4,MS,South
1992,Clinton city,Utah,Small,Walk,110,1.2,0.7,UT,West
1993,Clovis city,California,Small,Walk,569,1.4,0.5,CA,West
1994,Clovis city,New Mexico,Small,Walk,292,1.8,0.8,NM,West
1995,Coachella city,California,Small,Walk,135,0.9,0.7,CA,West
1996,Coconut Creek city,Florida,Small,Walk,165,0.7,0.4,FL,South
1997,Coeur d'Alene city,Idaho,Small,Walk,581,2.8,0.8,ID,West
1998,College Park city,Maryland,Small,Walk,2833,21.5,3.2,MD,South
1999,College Station city,Texas,Small,Walk,2354,5.5,1.1,TX,South
2000,Colleyville city,Texas,Small,Walk,21,0.2,0.2,TX,South
2001,Collierville town,Tennessee,Small,Walk,146,0.7,0.4,TN,South
2002,Collinsville city,Illinois,Small,Walk,46,0.4,0.3,IL,North Central
2003,Colton city,California,Small,Walk,148,0.7,0.4,CA,West
2004,Columbia city,Tennessee,Small,Walk,159,1.1,0.6,TN,South
2005,Columbus city,Indiana,Small,Walk,260,1.2,0.5,IN,North Central
2006,Columbus city,Mississippi,Small,Walk,420,4.7,1.6,MS,South
2007,Columbus city,Nebraska,Small,Walk,268,2.4,1.2,NE,North Central
2008,Commerce City city,Colorado,Small,Walk,188,0.9,0.5,CO,West
2009,Compton city,California,Small,Walk,573,1.7,0.5,CA,West
2010,Concord city,New Hampshire,Small,Walk,975,4.6,1.0,NH,Northeast
2011,Concord city,North Carolina,Small,Walk,222,0.6,0.3,NC,South
2012,Conroe city,Texas,Small,Walk,420,1.6,0.6,TX,South
2013,Conway city,Arkansas,Small,Walk,686,2.4,0.7,AR,South
2014,Cookeville city,Tennessee,Small,Walk,170,1.5,0.7,TN,South
2015,Coon Rapids city,Minnesota,Small,Walk,371,1.1,0.4,MN,North Central
2016,Cooper City city,Florida,Small,Walk,157,1.0,0.5,FL,South
2017,Coppell city,Texas,Small,Walk,63,0.3,0.2,TX,South
2018,Copperas Cove city,Texas,Small,Walk,201,1.5,0.8,TX,South
2019,Coral Gables city,Florida,Small,Walk,1292,6.1,1.3,FL,South
2020,Corcoran city,California,Small,Walk,78,2.0,1.5,CA,West
2021,Corinth city,Texas,Small,Walk,159,1.6,1.9,TX,South
2022,Cornelius town,North Carolina,Small,Walk,113,0.9,0.5,NC,South
2023,Coronado city,California,Small,Walk,846,7.7,2.0,CA,West
2024,Corsicana city,Texas,Small,Walk,250,2.5,1.1,TX,South
2025,Corvallis city,Oregon,Small,Walk,3109,12.4,1.8,OR,West
2026,Cottage Grove city,Minnesota,Small,Walk,242,1.3,0.7,MN,North Central
2027,Cottonwood Heights city,Utah,Small,Walk,495,2.9,0.9,UT,West
2028,Council Bluffs city,Iowa,Small,Walk,529,1.7,0.5,IA,North Central
2029,Covina city,California,Small,Walk,145,0.7,0.4,CA,West
2030,Covington city,Kentucky,Small,Walk,671,3.8,0.9,KY,South
2031,Cranston city,Rhode Island,Small,Walk,641,1.7,0.4,RI,Northeast
2032,Crest Hill city,Illinois,Small,Walk,18,0.2,0.3,IL,North Central
2033,Crestview city,Florida,Small,Walk,79,0.9,0.6,FL,South
2034,Crown Point city,Indiana,Small,Walk,163,1.3,0.8,IN,North Central
2035,Crystal city,Minnesota,Small,Walk,117,1.0,0.5,MN,North Central
2036,Crystal Lake city,Illinois,Small,Walk,285,1.4,0.7,IL,North Central
2037,Cudahy city,California,Small,Walk,322,3.6,1.6,CA,West
2038,Culver City city,California,Small,Walk,289,1.4,0.7,CA,West
2039,Cumberland city,Maryland,Small,Walk,482,6.2,2.2,MD,South
2040,Cupertino city,California,Small,Walk,427,1.7,0.8,CA,West
2041,Cutler Bay town,Florida,Small,Walk,39,0.2,0.2,FL,South
2042,Cuyahoga Falls city,Ohio,Small,Walk,214,0.9,0.4,OH,North Central
2043,Cypress city,California,Small,Walk,241,1.0,0.5,CA,West
2044,Dalton city,Georgia,Small,Walk,136,1.0,0.7,GA,South
2045,Dana Point city,California,Small,Walk,412,2.4,1.1,CA,West
2046,Danbury city,Connecticut,Small,Walk,1111,2.6,0.7,CT,Northeast
2047,Dania Beach city,Florida,Small,Walk,373,2.6,1.1,FL,South
2048,Danville city,Illinois,Small,Walk,541,4.4,1.4,IL,North Central
2049,Danville city,Virginia,Small,Walk,533,3.3,0.9,VA,South
2050,Danville town,California,Small,Walk,177,1.0,0.5,CA,West
2051,Daphne city,Alabama,Small,Walk,70,0.7,0.6,AL,South
2052,Darien city,Illinois,Small,Walk,182,1.7,0.9,IL,North Central
2053,Davie town,Florida,Small,Walk,524,1.1,0.4,FL,South
2054,Davis city,California,Small,Walk,942,3.1,0.7,CA,West
2055,Daytona Beach city,Florida,Small,Walk,1132,4.9,1.0,FL,South
2056,De Pere city,Wisconsin,Small,Walk,873,6.9,2.0,WI,North Central
2057,Dearborn city,Michigan,Small,Walk,612,1.8,0.5,MI,North Central
2058,Dearborn Heights city,Michigan,Small,Walk,183,0.9,0.4,MI,North Central
2059,Decatur city,Alabama,Small,Walk,265,1.1,0.5,AL,South
2060,Decatur city,Illinois,Small,Walk,787,2.5,0.6,IL,North Central
2061,Deer Park city,Texas,Small,Walk,110,0.7,0.6,TX,South
2062,Deerfield Beach city,Florida,Small,Walk,589,1.7,0.6,FL,South
2063,DeKalb city,Illinois,Small,Walk,1725,8.5,1.6,IL,North Central
2064,Del City city,Oklahoma,Small,Walk,183,2.0,0.9,OK,South
2065,Del Rio city,Texas,Small,Walk,315,2.3,1.4,TX,South
2066,DeLand city,Florida,Small,Walk,392,4.0,1.7,FL,South
2067,Delano city,California,Small,Walk,310,2.1,0.9,CA,West
2068,Delaware city,Ohio,Small,Walk,665,3.9,0.9,OH,North Central
2069,Delray Beach city,Florida,Small,Walk,521,1.8,0.6,FL,South
2070,Deltona city,Florida,Small,Walk,250,0.7,0.4,FL,South
2071,Denison city,Texas,Small,Walk,222,2.4,0.9,TX,South
2072,Derby city,Kansas,Small,Walk,64,0.6,0.4,KS,North Central
2073,Des Moines city,Washington,Small,Walk,338,2.5,1.5,WA,West
2074,Des Plaines city,Illinois,Small,Walk,291,1.0,0.4,IL,North Central
2075,Desert Hot Springs city,California,Small,Walk,188,2.1,1.1,CA,West
2076,DeSoto city,Texas,Small,Walk,152,0.7,0.4,TX,South
2077,Diamond Bar city,California,Small,Walk,458,1.7,1.5,CA,West
2078,Dinuba city,California,Small,Walk,130,1.6,1.1,CA,West
2079,Dodge City city,Kansas,Small,Walk,186,1.5,0.8,KS,North Central
2080,Dolton village,Illinois,Small,Walk,70,0.7,0.5,IL,North Central
2081,Doral city,Florida,Small,Walk,97,0.5,0.4,FL,South
2082,Dothan city,Alabama,Small,Walk,168,0.6,0.2,AL,South
2083,Douglasville city,Georgia,Small,Walk,137,1.0,0.8,GA,South
2084,Dover city,Delaware,Small,Walk,710,4.5,1.5,DE,South
2085,Dover city,New Hampshire,Small,Walk,659,4.0,1.3,NH,Northeast
2086,Downers Grove village,Illinois,Small,Walk,529,2.2,0.6,IL,North Central
2087,Draper city,Utah,Small,Walk,201,1.2,0.7,UT,West
2088,Duarte city,California,Small,Walk,253,2.8,1.2,CA,West
2089,Dublin city,California,Small,Walk,541,2.4,1.1,CA,West
2090,Dublin city,Ohio,Small,Walk,106,0.5,0.3,OH,North Central
2091,Dubuque city,Iowa,Small,Walk,1766,6.0,0.9,IA,North Central
2092,Duluth city,Georgia,Small,Walk,257,2.0,2.7,GA,South
2093,Duluth city,Minnesota,Small,Walk,2158,5.2,0.7,MN,North Central
2094,Duncan city,Oklahoma,Small,Walk,118,1.2,0.8,OK,South
2095,Duncanville city,Texas,Small,Walk,73,0.4,0.3,TX,South
2096,Dunedin city,Florida,Small,Walk,242,1.5,0.6,FL,South
2097,Dunwoody city,Georgia,Small,Walk,451,2.0,0.9,GA,South
2098,Eagan city,Minnesota,Small,Walk,244,0.7,0.2,MN,North Central
2099,Eagle city,Idaho,Small,Walk,34,0.4,0.5,ID,West
2100,Eagle Mountain city,Utah,Small,Walk,34,0.4,0.5,UT,West
2101,Eagle Pass city,Texas,Small,Walk,245,2.5,1.1,TX,South
2102,Easley city,South Carolina,Small,Walk,65,0.7,0.5,SC,South
2103,East Chicago city,Indiana,Small,Walk,374,4.0,1.5,IN,North Central
2104,East Lansing city,Michigan,Small,Walk,4716,23.3,2.2,MI,North Central
2105,East Moline city,Illinois,Small,Walk,70,0.8,0.5,IL,North Central
2106,East Orange city,New Jersey,Small,Walk,1591,6.2,1.1,NJ,Northeast
2107,East Palo Alto city,California,Small,Walk,332,2.7,1.5,CA,West
2108,East Peoria city,Illinois,Small,Walk,222,2.0,0.9,IL,North Central
2109,East Point city,Georgia,Small,Walk,198,1.4,0.8,GA,South
2110,East Providence city,Rhode Island,Small,Walk,209,0.9,0.5,RI,Northeast
2111,East Ridge city,Tennessee,Small,Walk,7,0.1,0.1,TN,South
2112,East St. Louis city,Illinois,Small,Walk,179,2.3,1.2,IL,North Central
2113,Easton city,Pennsylvania,Small,Walk,507,4.8,1.3,PA,Northeast
2114,Eastpointe city,Michigan,Small,Walk,282,2.2,1.0,MI,North Central
2115,Eastvale city,California,Small,Walk,61,0.2,0.3,CA,West
2116,Eau Claire city,Wisconsin,Small,Walk,1884,5.3,1.0,WI,North Central
2117,Eden Prairie city,Minnesota,Small,Walk,538,1.6,0.6,MN,North Central
2118,Edgewater city,Florida,Small,Walk,95,1.1,1.1,FL,South
2119,Edina city,Minnesota,Small,Walk,444,1.9,0.6,MN,North Central
2120,Edinburg city,Texas,Small,Walk,432,1.4,0.6,TX,South
2121,Edmond city,Oklahoma,Small,Walk,629,1.5,0.5,OK,South
2122,Edmonds city,Washington,Small,Walk,342,1.7,0.7,WA,West
2123,Edwardsville city,Illinois,Small,Walk,371,3.1,1.1,IL,North Central
2124,El Centro city,California,Small,Walk,381,2.5,0.9,CA,West
2125,El Cerrito city,California,Small,Walk,231,1.9,0.8,CA,West
2126,El Mirage city,Arizona,Small,Walk,68,0.5,0.5,AZ,West
2127,El Paso de Robles (Paso Robles) city,California,Small,Walk,203,1.6,0.8,CA,West
2128,Elizabethtown city,Kentucky,Small,Walk,74,0.6,0.4,KY,South
2129,Elk Grove Village village,Illinois,Small,Walk,209,1.2,0.9,IL,North Central
2130,Elk River city,Minnesota,Small,Walk,87,0.7,0.6,MN,North Central
2131,Elkhart city,Indiana,Small,Walk,377,1.8,0.7,IN,North Central
2132,Elmhurst city,Illinois,Small,Walk,425,2.1,0.6,IL,North Central
2133,Elmira city,New York,Small,Walk,795,7.4,1.5,NY,Northeast
2134,Elmwood Park village,Illinois,Small,Walk,337,2.7,1.0,IL,North Central
2135,Elyria city,Ohio,Small,Walk,276,1.1,0.4,OH,North Central
2136,Emporia city,Kansas,Small,Walk,754,6.0,1.5,KS,North Central
2137,Encinitas city,California,Small,Walk,562,1.9,0.6,CA,West
2138,Englewood city,Colorado,Small,Walk,479,3.0,0.8,CO,West
2139,Englewood city,New Jersey,Small,Walk,738,5.4,1.6,NJ,Northeast
2140,Enid city,Oklahoma,Small,Walk,286,1.3,0.5,OK,South
2141,Enterprise city,Alabama,Small,Walk,145,1.3,0.8,AL,South
2142,Euclid city,Ohio,Small,Walk,259,1.2,0.5,OH,North Central
2143,Euless city,Texas,Small,Walk,269,1.0,0.4,TX,South
2144,Eureka city,California,Small,Walk,734,6.1,1.6,CA,West
2145,Evanston city,Illinois,Small,Walk,4147,11.6,1.0,IL,North Central
2146,Everett city,Massachusetts,Small,Walk,905,4.1,1.2,MA,Northeast
2147,Fair Lawn borough,New Jersey,Small,Walk,217,1.3,0.6,NJ,Northeast
2148,Fairbanks city,Alaska,Small,Walk,660,4.3,1.2,AK,West
2149,Fairborn city,Ohio,Small,Walk,457,3.0,1.0,OH,North Central
2150,Fairfax city,Virginia,Small,Walk,376,3.1,1.2,VA,South
2151,Fairfield city,Ohio,Small,Walk,138,0.6,0.5,OH,North Central
2152,Fall River city,Massachusetts,Small,Walk,1232,3.4,0.8,MA,Northeast
2153,Faribault city,Minnesota,Small,Walk,170,1.8,1.3,MN,North Central
2154,Farmers Branch city,Texas,Small,Walk,324,2.3,1.2,TX,South
2155,Farmington city,Minnesota,Small,Walk,64,0.6,0.4,MN,North Central
2156,Farmington city,New Mexico,Small,Walk,384,1.9,0.9,NM,West
2157,Farmington city,Utah,Small,Walk,132,1.6,0.9,UT,West
2158,Farmington Hills city,Michigan,Small,Walk,420,1.1,0.3,MI,North Central
2159,Farragut town,Tennessee,Small,Walk,13,0.1,0.2,TN,South
2160,Fayetteville city,Arkansas,Small,Walk,1962,5.2,1.0,AR,South
2161,Federal Way city,Washington,Small,Walk,916,2.1,0.6,WA,West
2162,Ferguson city,Missouri,Small,Walk,56,0.6,0.5,MO,North Central
2163,Ferndale city,Michigan,Small,Walk,270,2.5,1.1,MI,North Central
2164,Findlay city,Ohio,Small,Walk,609,3.2,1.1,OH,North Central
2165,Fishers town,Indiana,Small,Walk,134,0.3,0.3,IN,North Central
2166,Fitchburg city,Massachusetts,Small,Walk,812,4.4,1.1,MA,Northeast
2167,Fitchburg city,Wisconsin,Small,Walk,215,1.6,0.8,WI,North Central
2168,Flagstaff city,Arizona,Small,Walk,3560,10.2,1.7,AZ,West
2169,Florence city,Alabama,Small,Walk,202,1.3,0.6,AL,South
2170,Florence city,Kentucky,Small,Walk,221,1.6,1.0,KY,South
2171,Florence city,South Carolina,Small,Walk,213,1.3,0.6,SC,South
2172,Florence town,Arizona,Small,Walk,169,5.7,3.1,AZ,West
2173,Florissant city,Missouri,Small,Walk,235,0.9,0.4,MO,North Central
2174,Flower Mound town,Texas,Small,Walk,295,0.9,0.5,TX,South
2175,Folsom city,California,Small,Walk,499,1.6,0.6,CA,West
2176,Fond du Lac city,Wisconsin,Small,Walk,700,3.4,0.9,WI,North Central
2177,Forest Grove city,Oregon,Small,Walk,536,6.1,2.2,OR,West
2178,Fort Dodge city,Iowa,Small,Walk,353,3.1,1.1,IA,North Central
2179,Fort Lee borough,New Jersey,Small,Walk,790,4.6,1.1,NJ,Northeast
2180,Fort Myers city,Florida,Small,Walk,448,1.9,0.8,FL,South
2181,Fort Pierce city,Florida,Small,Walk,227,1.5,1.0,FL,South
2182,Fort Smith city,Arkansas,Small,Walk,453,1.2,0.4,AR,South
2183,Fort Walton Beach city,Florida,Small,Walk,179,1.8,0.9,FL,South
2184,Foster City city,California,Small,Walk,228,1.5,0.7,CA,West
2185,Fountain city,Colorado,Small,Walk,60,0.5,0.5,CO,West
2186,Fountain Hills town,Arizona,Small,Walk,34,0.3,0.3,AZ,West
2187,Fountain Valley city,California,Small,Walk,240,0.9,0.5,CA,West
2188,Frankfort city,Kentucky,Small,Walk,500,4.1,1.1,KY,South
2189,Franklin city,Indiana,Small,Walk,383,3.6,1.1,IN,North Central
2190,Franklin city,Tennessee,Small,Walk,142,0.4,0.3,TN,South
2191,Franklin city,Wisconsin,Small,Walk,88,0.5,0.4,WI,North Central
2192,Franklin Town city,Massachusetts,Small,Walk,279,1.7,0.6,MA,Northeast
2193,Frederick city,Maryland,Small,Walk,1406,4.1,0.8,MD,South
2194,Fredericksburg city,Virginia,Small,Walk,729,6.3,2.5,VA,South
2195,Freeport city,Illinois,Small,Walk,384,3.6,1.3,IL,North Central
2196,Freeport village,New York,Small,Walk,981,4.7,1.1,NY,Northeast
2197,Fremont city,Nebraska,Small,Walk,448,3.4,0.9,NE,North Central
2198,Fridley city,Minnesota,Small,Walk,207,1.5,0.7,MN,North Central
2199,Friendswood city,Texas,Small,Walk,100,0.6,0.5,TX,South
2200,Gadsden city,Alabama,Small,Walk,191,1.6,1.1,AL,South
2201,Gahanna city,Ohio,Small,Walk,149,0.8,0.4,OH,North Central
2202,Gainesville city,Georgia,Small,Walk,485,3.3,1.0,GA,South
2203,Gaithersburg city,Maryland,Small,Walk,725,2.2,0.7,MD,South
2204,Galesburg city,Illinois,Small,Walk,718,5.8,1.1,IL,North Central
2205,Gallatin city,Tennessee,Small,Walk,104,0.8,0.7,TN,South
2206,Gallup city,New Mexico,Small,Walk,407,4.9,1.9,NM,West
2207,Galt city,California,Small,Walk,104,1.1,0.9,CA,West
2208,Galveston city,Texas,Small,Walk,1350,6.2,1.3,TX,South
2209,Garden City city,Kansas,Small,Walk,427,3.2,2.0,KS,North Central
2210,Garden City city,Michigan,Small,Walk,72,0.6,0.4,MI,North Central
2211,Garden City village,New York,Small,Walk,295,3.1,1.0,NY,Northeast
2212,Gardena city,California,Small,Walk,638,2.5,1.0,CA,West
2213,Gardner city,Kansas,Small,Walk,48,0.5,0.4,KS,North Central
2214,Gardner city,Massachusetts,Small,Walk,360,4.1,1.9,MA,Northeast
2215,Garfield city,New Jersey,Small,Walk,445,3.0,1.0,NJ,Northeast
2216,Garfield Heights city,Ohio,Small,Walk,325,2.5,0.9,OH,North Central
2217,Garner town,North Carolina,Small,Walk,166,1.2,0.9,NC,South
2218,Gary city,Indiana,Small,Walk,897,3.6,0.9,IN,North Central
2219,Gastonia city,North Carolina,Small,Walk,199,0.7,0.3,NC,South
2220,Geneva city,Illinois,Small,Walk,167,1.6,0.9,IL,North Central
2221,Georgetown city,Kentucky,Small,Walk,345,2.5,0.8,KY,South
2222,Georgetown city,Texas,Small,Walk,501,2.7,1.1,TX,South
2223,Germantown city,Tennessee,Small,Walk,124,0.7,0.4,TN,South
2224,Gillette city,Wyoming,Small,Walk,249,1.6,0.9,WY,West
