,city,state,city_size,mode,n,percent,moe,state_abb,state_region
1245,South Lake Tahoe city,California,Small,Bike,348,3.3,1.3,CA,West
1246,South Milwaukee city,Wisconsin,Small,Bike,34,0.3,0.3,WI,North Central
1247,South Pasadena city,California,Small,Bike,110,0.8,0.8,CA,West
1248,South Plainfield borough,New Jersey,Small,Bike,35,0.3,0.4,NJ,Northeast
1249,South Portland city,Maine,Small,Bike,149,1.1,0.6,ME,Northeast
1250,South Salt Lake city,Utah,Small,Bike,277,2.6,1.5,UT,West
1251,South San Francisco city,California,Small,Bike,216,0.7,0.3,CA,West
1252,South St. Paul city,Minnesota,Small,Bike,66,0.6,0.6,MN,North Central
1253,Southaven city,Mississippi,Small,Bike,42,0.2,0.2,MS,South
1254,Southfield city,Michigan,Small,Bike,12,0.0,0.1,MI,North Central
1255,Southgate city,Michigan,Small,Bike,30,0.2,0.2,MI,North Central
1256,Southlake city,Texas,Small,Bike,0,0.0,0.3,TX,South
1257,Spanish Fork city,Utah,Small,Bike,35,0.3,0.3,UT,West
1258,Sparks city,Nevada,Small,Bike,243,0.6,0.3,NV,West
1259,Spartanburg city,South Carolina,Small,Bike,48,0.3,0.2,SC,South
1260,Spokane Valley city,Washington,Small,Bike,248,0.6,0.3,WA,West
1261,Spring Hill city,Tennessee,Small,Bike,11,0.1,0.1,TN,South
1262,Spring Valley village,New York,Small,Bike,8,0.1,0.1,NY,Northeast
1263,Springdale city,Arkansas,Small,Bike,11,0.0,0.1,AR,South
1264,Springfield city,Ohio,Small,Bike,37,0.2,0.1,OH,North Central
1265,Springfield city,Oregon,Small,Bike,574,2.2,0.6,OR,West
1266,Springville city,Utah,Small,Bike,117,0.9,0.6,UT,West
1267,St. Charles city,Illinois,Small,Bike,28,0.2,0.2,IL,North Central
1268,St. Charles city,Missouri,Small,Bike,120,0.4,0.2,MO,North Central
1269,St. Clair Shores city,Michigan,Small,Bike,38,0.1,0.1,MI,North Central
1270,St. Cloud city,Florida,Small,Bike,98,0.6,0.5,FL,South
1271,St. Cloud city,Minnesota,Small,Bike,337,1.0,0.4,MN,North Central
1272,St. George city,Utah,Small,Bike,178,0.6,0.5,UT,West
1273,St. Joseph city,Missouri,Small,Bike,20,0.1,0.1,MO,North Central
1274,St. Louis Park city,Minnesota,Small,Bike,333,1.3,0.4,MN,North Central
1275,St. Peters city,Missouri,Small,Bike,0,0.0,0.1,MO,North Central
1276,Stanton city,California,Small,Bike,260,1.5,1.1,CA,West
1277,Starkville city,Mississippi,Small,Bike,220,2.1,2.2,MS,South
1278,State College borough,Pennsylvania,Small,Bike,637,4.2,1.3,PA,Northeast
1279,Statesboro city,Georgia,Small,Bike,90,0.8,0.7,GA,South
1280,Statesville city,North Carolina,Small,Bike,9,0.1,0.2,NC,South
1281,Staunton city,Virginia,Small,Bike,58,0.5,0.4,VA,South
1282,Stevens Point city,Wisconsin,Small,Bike,630,4.7,1.2,WI,North Central
1283,Stillwater city,Oklahoma,Small,Bike,549,2.4,0.8,OK,South
1284,Stockbridge city,Georgia,Small,Bike,0,0.0,0.4,GA,South
1285,Stow city,Ohio,Small,Bike,10,0.1,0.1,OH,North Central
1286,Streamwood village,Illinois,Small,Bike,48,0.2,0.2,IL,North Central
1287,Strongsville city,Ohio,Small,Bike,0,0.0,0.1,OH,North Central
1288,Suffolk city,Virginia,Small,Bike,44,0.1,0.1,VA,South
1289,Sugar Land city,Texas,Small,Bike,99,0.3,0.3,TX,South
1290,Suisun City city,California,Small,Bike,71,0.5,0.5,CA,West
1291,Sulphur city,Louisiana,Small,Bike,0,0.0,0.4,LA,South
1292,Summerville town,South Carolina,Small,Bike,86,0.4,0.4,SC,South
1293,Summit city,New Jersey,Small,Bike,51,0.5,0.4,NJ,Northeast
1294,Sumter city,South Carolina,Small,Bike,72,0.4,0.4,SC,South
1295,Sun Prairie city,Wisconsin,Small,Bike,0,0.0,0.1,WI,North Central
1296,Sunny Isles Beach city,Florida,Small,Bike,10,0.1,0.2,FL,South
1297,Sunrise city,Florida,Small,Bike,23,0.1,0.1,FL,South
1298,Superior city,Wisconsin,Small,Bike,124,0.9,0.7,WI,North Central
1299,Sweetwater city,Florida,Small,Bike,0,0.0,0.6,FL,South
1300,Syracuse city,Utah,Small,Bike,38,0.3,0.4,UT,West
1301,Tamarac city,Florida,Small,Bike,77,0.3,0.2,FL,South
1302,Tarpon Springs city,Florida,Small,Bike,56,0.6,0.7,FL,South
1303,Taunton city,Massachusetts,Small,Bike,68,0.3,0.3,MA,Northeast
1304,Taylor city,Michigan,Small,Bike,87,0.4,0.2,MI,North Central
1305,Taylorsville city,Utah,Small,Bike,107,0.4,0.3,UT,West
1306,Temple City city,California,Small,Bike,67,0.4,0.3,CA,West
1307,Temple city,Texas,Small,Bike,80,0.3,0.2,TX,South
1308,Temple Terrace city,Florida,Small,Bike,65,0.5,0.6,FL,South
1309,Terre Haute city,Indiana,Small,Bike,220,0.9,0.4,IN,North Central
1310,Texarkana city,Arkansas,Small,Bike,15,0.1,0.2,AR,South
1311,Texarkana city,Texas,Small,Bike,59,0.4,0.7,TX,South
1312,Texas City city,Texas,Small,Bike,48,0.3,0.3,TX,South
1313,The Colony city,Texas,Small,Bike,0,0.0,0.2,TX,South
1314,Thomasville city,North Carolina,Small,Bike,15,0.1,0.2,NC,South
1315,Tigard city,Oregon,Small,Bike,192,0.8,0.3,OR,West
1316,Tinley Park village,Illinois,Small,Bike,32,0.1,0.1,IL,North Central
1317,Titusville city,Florida,Small,Bike,52,0.3,0.3,FL,South
1318,Tooele city,Utah,Small,Bike,91,0.7,0.6,UT,West
1319,Torrington city,Connecticut,Small,Bike,32,0.2,0.2,CT,Northeast
1320,Tracy city,California,Small,Bike,132,0.4,0.3,CA,West
1321,Trenton city,New Jersey,Small,Bike,343,1.0,0.4,NJ,Northeast
1322,Trotwood city,Ohio,Small,Bike,0,0.0,0.3,OH,North Central
1323,Troy city,Michigan,Small,Bike,88,0.2,0.1,MI,North Central
1324,Troy city,New York,Small,Bike,29,0.1,0.1,NY,Northeast
1325,Troy city,Ohio,Small,Bike,54,0.5,0.5,OH,North Central
1326,Trussville city,Alabama,Small,Bike,0,0.0,0.4,AL,South
1327,Tualatin city,Oregon,Small,Bike,50,0.4,0.3,OR,West
1328,Tulare city,California,Small,Bike,30,0.1,0.1,CA,West
1329,Tupelo city,Mississippi,Small,Bike,7,0.0,0.1,MS,South
1330,Turlock city,California,Small,Bike,213,0.8,0.4,CA,West
1331,Tuscaloosa city,Alabama,Small,Bike,250,0.7,0.4,AL,South
1332,Tustin city,California,Small,Bike,367,1.0,0.6,CA,West
1333,Twentynine Palms city,California,Small,Bike,3,0.0,0.1,CA,West
1334,Twin Falls city,Idaho,Small,Bike,156,0.8,0.6,ID,West
1335,Tyler city,Texas,Small,Bike,96,0.2,0.2,TX,South
1336,Union City city,California,Small,Bike,69,0.2,0.2,CA,West
1337,Union City city,Georgia,Small,Bike,0,0.0,0.5,GA,South
1338,Union City city,New Jersey,Small,Bike,8,0.0,0.1,NJ,Northeast
1339,University City city,Missouri,Small,Bike,209,1.2,0.6,MO,North Central
1340,University Park city,Texas,Small,Bike,50,0.5,0.3,TX,South
1341,University Place city,Washington,Small,Bike,0,0.0,0.2,WA,West
1342,Upland city,California,Small,Bike,116,0.3,0.2,CA,West
1343,Upper Arlington city,Ohio,Small,Bike,90,0.5,0.4,OH,North Central
1344,Urbana city,Illinois,Small,Bike,1131,5.8,1.2,IL,North Central
1345,Urbandale city,Iowa,Small,Bike,26,0.1,0.1,IA,North Central
1346,Utica city,New York,Small,Bike,80,0.3,0.2,NY,Northeast
1347,Vacaville city,California,Small,Bike,171,0.4,0.3,CA,West
1348,Valdosta city,Georgia,Small,Bike,288,1.2,0.8,GA,South
1349,Valley Stream village,New York,Small,Bike,0,0.0,0.2,NY,Northeast
1350,Valparaiso city,Indiana,Small,Bike,198,1.4,0.8,IN,North Central
1351,Van Buren city,Arkansas,Small,Bike,0,0.0,0.3,AR,South
1352,Venice city,Florida,Small,Bike,251,4.5,1.9,FL,South
1353,Vernon Hills village,Illinois,Small,Bike,91,0.7,0.5,IL,North Central
1354,Vestavia Hills city,Alabama,Small,Bike,58,0.4,0.5,AL,South
1355,Vicksburg city,Mississippi,Small,Bike,0,0.0,0.4,MS,South
1356,Victoria city,Texas,Small,Bike,139,0.5,0.4,TX,South
1357,Villa Park village,Illinois,Small,Bike,108,1.0,0.9,IL,North Central
1358,Vineland city,New Jersey,Small,Bike,0,0.0,0.1,NJ,Northeast
1359,Vista city,California,Small,Bike,143,0.4,0.2,CA,West
1360,Wadsworth city,Ohio,Small,Bike,58,0.6,0.7,OH,North Central
1361,Wake Forest town,North Carolina,Small,Bike,19,0.1,0.2,NC,South
1362,Walker city,Michigan,Small,Bike,13,0.1,0.2,MI,North Central
1363,Walla Walla city,Washington,Small,Bike,393,3.1,1.1,WA,West
1364,Walnut city,California,Small,Bike,0,0.0,0.3,CA,West
1365,Walnut Creek city,California,Small,Bike,249,0.8,0.3,CA,West
1366,Waltham city,Massachusetts,Small,Bike,277,0.8,0.4,MA,Northeast
1367,Warner Robins city,Georgia,Small,Bike,65,0.2,0.2,GA,South
1368,Warren city,Ohio,Small,Bike,25,0.2,0.2,OH,North Central
1369,Warwick city,Rhode Island,Small,Bike,54,0.1,0.1,RI,Northeast
1370,Wasco city,California,Small,Bike,0,0.0,0.5,CA,West
1371,Washington city,Utah,Small,Bike,10,0.1,0.3,UT,West
1372,Watauga city,Texas,Small,Bike,0,0.0,0.3,TX,South
1373,Waterloo city,Iowa,Small,Bike,68,0.2,0.2,IA,North Central
1374,Watertown city,New York,Small,Bike,81,0.7,0.6,NY,Northeast
1375,Watertown city,South Dakota,Small,Bike,37,0.3,0.5,SD,North Central
1376,Watertown city,Wisconsin,Small,Bike,105,0.9,0.6,WI,North Central
1377,Watertown Town city,Massachusetts,Small,Bike,210,1.1,0.5,MA,Northeast
1378,Watsonville city,California,Small,Bike,194,0.9,0.5,CA,West
1379,Waukegan city,Illinois,Small,Bike,119,0.3,0.2,IL,North Central
1380,Waukesha city,Wisconsin,Small,Bike,176,0.5,0.3,WI,North Central
1381,Wausau city,Wisconsin,Small,Bike,190,1.0,0.4,WI,North Central
1382,Wauwatosa city,Wisconsin,Small,Bike,147,0.6,0.3,WI,North Central
1383,Waxahachie city,Texas,Small,Bike,45,0.3,0.4,TX,South
1384,Waynesboro city,Virginia,Small,Bike,31,0.3,0.4,VA,South
1385,Weatherford city,Texas,Small,Bike,14,0.1,0.2,TX,South
1386,Webster Groves city,Missouri,Small,Bike,27,0.2,0.3,MO,North Central
1387,Wellington village,Florida,Small,Bike,50,0.2,0.2,FL,South
1388,Wenatchee city,Washington,Small,Bike,215,1.5,0.9,WA,West
1389,Wentzville city,Missouri,Small,Bike,0,0.0,0.2,MO,North Central
1390,Weslaco city,Texas,Small,Bike,0,0.0,0.3,TX,South
1391,West Allis city,Wisconsin,Small,Bike,70,0.2,0.1,WI,North Central
1392,West Bend city,Wisconsin,Small,Bike,98,0.6,0.3,WI,North Central
1393,West Chicago city,Illinois,Small,Bike,66,0.5,0.4,IL,North Central
1394,West Des Moines city,Iowa,Small,Bike,31,0.1,0.1,IA,North Central
1395,West Fargo city,North Dakota,Small,Bike,10,0.1,0.1,ND,North Central
1396,West Haven city,Connecticut,Small,Bike,20,0.1,0.1,CT,Northeast
1397,West Hollywood city,California,Small,Bike,117,0.5,0.4,CA,West
1398,West Lafayette city,Indiana,Small,Bike,477,3.7,1.2,IN,North Central
1399,West Linn city,Oregon,Small,Bike,54,0.4,0.4,OR,West
1400,West Memphis city,Arkansas,Small,Bike,5,0.1,0.1,AR,South
1401,West Mifflin borough,Pennsylvania,Small,Bike,0,0.0,0.3,PA,Northeast
1402,West New York town,New Jersey,Small,Bike,8,0.0,0.1,NJ,Northeast
1403,West Sacramento city,California,Small,Bike,241,1.2,0.6,CA,West
1405,Westerville city,Ohio,Small,Bike,61,0.3,0.4,OH,North Central
1406,Westfield city,Indiana,Small,Bike,117,0.8,0.7,IN,North Central
1407,Westfield city,Massachusetts,Small,Bike,70,0.4,0.4,MA,Northeast
1408,Westfield town,New Jersey,Small,Bike,44,0.3,0.3,NJ,Northeast
1409,Westlake city,Ohio,Small,Bike,25,0.2,0.2,OH,North Central
1410,Westland city,Michigan,Small,Bike,43,0.1,0.1,MI,North Central
1411,Westminster city,California,Small,Bike,440,1.2,0.6,CA,West
1412,Westmont village,Illinois,Small,Bike,38,0.3,0.3,IL,North Central
1413,Weston city,Florida,Small,Bike,0,0.0,0.1,FL,South
1414,Weymouth Town city,Massachusetts,Small,Bike,24,0.1,0.1,MA,Northeast
1415,Wheat Ridge city,Colorado,Small,Bike,136,0.9,0.6,CO,West
1416,Wheaton city,Illinois,Small,Bike,98,0.4,0.2,IL,North Central
1417,Wheeling city,West Virginia,Small,Bike,17,0.1,0.2,WV,South
1418,Wheeling village,Illinois,Small,Bike,113,0.6,0.4,IL,North Central
1419,White Bear Lake city,Minnesota,Small,Bike,37,0.3,0.2,MN,North Central
1420,White Plains city,New York,Small,Bike,118,0.4,0.3,NY,Northeast
1421,Whittier city,California,Small,Bike,168,0.4,0.2,CA,West
1422,Wildomar city,California,Small,Bike,10,0.1,0.1,CA,West
1423,Wildwood city,Missouri,Small,Bike,2,0.0,0.1,MO,North Central
1424,Wilkes-Barre city,Pennsylvania,Small,Bike,48,0.3,0.2,PA,Northeast
1425,Williamsport city,Pennsylvania,Small,Bike,202,1.6,0.7,PA,Northeast
1426,Willoughby city,Ohio,Small,Bike,36,0.3,0.2,OH,North Central
1427,Wilmette village,Illinois,Small,Bike,55,0.5,0.3,IL,North Central
1428,Wilmington city,Delaware,Small,Bike,89,0.3,0.2,DE,South
1429,Wilson city,North Carolina,Small,Bike,53,0.3,0.2,NC,South
1430,Wilsonville city,Oregon,Small,Bike,0,0.0,0.4,OR,West
1431,Winchester city,Virginia,Small,Bike,89,0.7,0.6,VA,South
1432,Windsor town,California,Small,Bike,22,0.2,0.2,CA,West
1433,Winona city,Minnesota,Small,Bike,460,3.1,1.0,MN,North Central
1434,Winter Garden city,Florida,Small,Bike,286,1.7,1.3,FL,South
1435,Winter Haven city,Florida,Small,Bike,40,0.3,0.4,FL,South
1436,Winter Park city,Florida,Small,Bike,327,2.6,2.0,FL,South
1437,Winter Springs city,Florida,Small,Bike,93,0.6,0.5,FL,South
1438,Woburn city,Massachusetts,Small,Bike,28,0.1,0.2,MA,Northeast
1439,Woodburn city,Oregon,Small,Bike,88,0.9,0.8,OR,West
1440,Woodbury city,Minnesota,Small,Bike,53,0.2,0.1,MN,North Central
1441,Woodland city,California,Small,Bike,536,2.2,0.6,CA,West
1442,Woodridge village,Illinois,Small,Bike,20,0.1,0.1,IL,North Central
1443,Woodstock city,Georgia,Small,Bike,0,0.0,0.3,GA,South
1444,Woodstock city,Illinois,Small,Bike,20,0.2,0.2,IL,North Central
1445,Woonsocket city,Rhode Island,Small,Bike,12,0.1,0.1,RI,Northeast
1446,Wooster city,Ohio,Small,Bike,15,0.1,0.2,OH,North Central
1447,Wyandotte city,Michigan,Small,Bike,74,0.6,0.4,MI,North Central
1448,Wylie city,Texas,Small,Bike,0,0.0,0.2,TX,South
1449,Wyoming city,Michigan,Small,Bike,69,0.2,0.2,MI,North Central
1450,Xenia city,Ohio,Small,Bike,43,0.4,0.4,OH,North Central
1451,Yakima city,Washington,Small,Bike,112,0.3,0.2,WA,West
1452,Yorba Linda city,California,Small,Bike,84,0.3,0.2,CA,West
1453,York city,Pennsylvania,Small,Bike,178,1.1,0.7,PA,Northeast
1454,Youngstown city,Ohio,Small,Bike,6,0.0,0.1,OH,North Central
1455,Yuba City city,California,Small,Bike,71,0.3,0.2,CA,West
1456,Yucaipa city,California,Small,Bike,41,0.2,0.2,CA,West
1457,Yucca Valley town,California,Small,Bike,31,0.4,0.5,CA,West
1458,Yukon city,Oklahoma,Small,Bike,53,0.5,0.5,OK,South
1459,Yuma city,Arizona,Small,Bike,207,0.5,0.4,AZ,West
1460,Zanesville city,Ohio,Small,Bike,0,0.0,0.3,OH,North Central
1461,Zion city,Illinois,Small,Bike,17,0.2,0.2,IL,North Central
1462,Zionsville town,Indiana,Small,Bike,14,0.1,0.2,IN,North Central
1463,Abilene city,Texas,Medium,Bike,227,0.4,0.2,TX,South
1464,Akron city,Ohio,Medium,Bike,159,0.2,0.1,OH,North Central
1465,Alexandria city,Virginia,Medium,Bike,864,1.0,0.2,VA,South
1466,Allentown city,Pennsylvania,Medium,Bike,186,0.4,0.2,PA,Northeast
1467,Amarillo city,Texas,Medium,Bike,184,0.2,0.1,TX,South
1468,Ann Arbor city,Michigan,Medium,Bike,2063,3.7,0.5,MI,North Central
1469,Antioch city,California,Medium,Bike,115,0.3,0.2,CA,West
1470,Arvada city,Colorado,Medium,Bike,303,0.6,0.2,CO,West
1471,Aurora city,Illinois,Medium,Bike,327,0.4,0.2,IL,North Central
1472,Beaumont city,Texas,Medium,Bike,119,0.2,0.1,TX,South
1473,Bellevue city,Washington,Medium,Bike,324,0.5,0.2,WA,West
1474,Berkeley city,California,Medium,Bike,4348,8.1,1.0,CA,West
1475,Billings city,Montana,Medium,Bike,502,0.9,0.3,MT,West
1476,Boulder city,Colorado,Medium,Bike,5507,10.5,1.0,CO,West
1477,Bridgeport city,Connecticut,Medium,Bike,185,0.3,0.2,CT,Northeast
1478,Broken Arrow city,Oklahoma,Medium,Bike,8,0.0,0.1,OK,South
1479,Brownsville city,Texas,Medium,Bike,94,0.1,0.1,TX,South
1480,Burbank city,California,Medium,Bike,593,1.1,0.4,CA,West
1481,Cambridge city,Massachusetts,Medium,Bike,4173,7.2,0.8,MA,Northeast
1482,Cape Coral city,Florida,Medium,Bike,271,0.4,0.2,FL,South
1483,Carlsbad city,California,Medium,Bike,287,0.6,0.3,CA,West
1484,Carrollton city,Texas,Medium,Bike,105,0.2,0.1,TX,South
1485,Cary town,North Carolina,Medium,Bike,121,0.2,0.1,NC,South
1486,Cedar Rapids city,Iowa,Medium,Bike,262,0.4,0.2,IA,North Central
1487,Centennial city,Colorado,Medium,Bike,263,0.5,0.2,CO,West
1488,Charleston city,South Carolina,Medium,Bike,1375,2.2,0.4,SC,South
1489,Chattanooga city,Tennessee,Medium,Bike,356,0.5,0.2,TN,South
1490,Clarksville city,Tennessee,Medium,Bike,75,0.1,0.1,TN,South
1491,Clearwater city,Florida,Medium,Bike,673,1.4,0.6,FL,South
1492,Columbia city,Missouri,Medium,Bike,777,1.4,0.4,MO,North Central
1493,Columbia city,South Carolina,Medium,Bike,343,0.5,0.2,SC,South
1494,Columbus city,Georgia,Medium,Bike,187,0.2,0.1,GA,South
1495,Concord city,California,Medium,Bike,546,0.9,0.3,CA,West
1496,Coral Springs city,Florida,Medium,Bike,218,0.4,0.2,FL,South
1497,Corona city,California,Medium,Bike,113,0.2,0.1,CA,West
1498,Costa Mesa city,California,Medium,Bike,1295,2.2,0.6,CA,West
1499,Daly City city,California,Medium,Bike,113,0.2,0.1,CA,West
1500,Davenport city,Iowa,Medium,Bike,168,0.4,0.2,IA,North Central
1501,Dayton city,Ohio,Medium,Bike,350,0.6,0.2,OH,North Central
1502,Denton city,Texas,Medium,Bike,731,1.3,0.4,TX,South
1503,Downey city,California,Medium,Bike,108,0.2,0.1,CA,West
1504,El Cajon city,California,Medium,Bike,92,0.2,0.1,CA,West
1505,El Monte city,California,Medium,Bike,500,1.1,0.5,CA,West
1506,Elgin city,Illinois,Medium,Bike,122,0.2,0.2,IL,North Central
1507,Elizabeth city,New Jersey,Medium,Bike,248,0.4,0.3,NJ,Northeast
1508,Elk Grove city,California,Medium,Bike,337,0.5,0.2,CA,West
1509,Erie city,Pennsylvania,Medium,Bike,238,0.6,0.3,PA,Northeast
1510,Escondido city,California,Medium,Bike,411,0.7,0.3,CA,West
1511,Eugene city,Oregon,Medium,Bike,6066,8.7,0.9,OR,West
1512,Evansville city,Indiana,Medium,Bike,373,0.7,0.2,IN,North Central
1513,Everett city,Washington,Medium,Bike,250,0.5,0.2,WA,West
1514,Fairfield city,California,Medium,Bike,105,0.2,0.1,CA,West
1515,Fargo city,North Dakota,Medium,Bike,675,1.1,0.3,ND,North Central
1516,Flint city,Michigan,Medium,Bike,59,0.2,0.2,MI,North Central
1517,Fort Collins city,Colorado,Medium,Bike,5182,6.8,0.6,CO,West
1518,Fort Lauderdale city,Florida,Medium,Bike,1149,1.5,0.3,FL,South
1519,Frisco city,Texas,Medium,Bike,52,0.1,0.1,TX,South
1520,Fullerton city,California,Medium,Bike,555,0.9,0.3,CA,West
1521,Gainesville city,Florida,Medium,Bike,3623,6.5,1.0,FL,South
1522,Garden Grove city,California,Medium,Bike,629,0.8,0.3,CA,West
1523,Glendale city,California,Medium,Bike,472,0.5,0.2,CA,West
1524,Grand Prairie city,Texas,Medium,Bike,60,0.1,0.1,TX,South
1525,Grand Rapids city,Michigan,Medium,Bike,732,0.9,0.3,MI,North Central
1526,Green Bay city,Wisconsin,Medium,Bike,313,0.6,0.2,WI,North Central
1527,Gresham city,Oregon,Medium,Bike,215,0.5,0.3,OR,West
1528,Hampton city,Virginia,Medium,Bike,91,0.1,0.1,VA,South
1529,Hartford city,Connecticut,Medium,Bike,364,0.8,0.5,CT,Northeast
1530,Hayward city,California,Medium,Bike,187,0.3,0.2,CA,West
1531,High Point city,North Carolina,Medium,Bike,75,0.2,0.1,NC,South
1532,Hollywood city,Florida,Medium,Bike,742,1.1,0.5,FL,South
1533,Huntington Beach city,California,Medium,Bike,1253,1.3,0.3,CA,West
1534,Huntsville city,Alabama,Medium,Bike,103,0.1,0.1,AL,South
1535,Independence city,Missouri,Medium,Bike,49,0.1,0.1,MO,North Central
1536,Inglewood city,California,Medium,Bike,280,0.6,0.3,CA,West
1537,Jackson city,Mississippi,Medium,Bike,70,0.1,0.1,MS,South
1538,Joliet city,Illinois,Medium,Bike,81,0.1,0.1,IL,North Central
1539,Kansas City city,Kansas,Medium,Bike,76,0.1,0.1,KS,North Central
1540,Kenosha city,Wisconsin,Medium,Bike,158,0.4,0.2,WI,North Central
1541,Kent city,Washington,Medium,Bike,61,0.1,0.1,WA,West
1542,Killeen city,Texas,Medium,Bike,134,0.2,0.2,TX,South
1543,Knoxville city,Tennessee,Medium,Bike,440,0.5,0.2,TN,South
1544,Lafayette city,Louisiana,Medium,Bike,513,0.9,0.3,LA,South
1545,Lakewood city,Colorado,Medium,Bike,546,0.8,0.3,CO,West
1546,Lancaster city,California,Medium,Bike,74,0.1,0.1,CA,West
1547,Lansing city,Michigan,Medium,Bike,668,1.3,0.4,MI,North Central
1548,Las Cruces city,New Mexico,Medium,Bike,602,1.4,0.6,NM,West
1549,Little Rock city,Arkansas,Medium,Bike,60,0.1,0.1,AR,South
1550,Lowell city,Massachusetts,Medium,Bike,142,0.3,0.2,MA,Northeast
1551,Manchester city,New Hampshire,Medium,Bike,102,0.2,0.1,NH,Northeast
1552,McAllen city,Texas,Medium,Bike,32,0.1,0.1,TX,South
1553,McKinney city,Texas,Medium,Bike,74,0.1,0.1,TX,South
1554,Mesquite city,Texas,Medium,Bike,94,0.1,0.1,TX,South
1555,Miami Gardens city,Florida,Medium,Bike,78,0.2,0.1,FL,South
1556,Midland city,Texas,Medium,Bike,98,0.2,0.1,TX,South
1557,Miramar city,Florida,Medium,Bike,127,0.2,0.1,FL,South
1558,Mobile city,Alabama,Medium,Bike,61,0.1,0.1,AL,South
1559,Moreno Valley city,California,Medium,Bike,127,0.2,0.1,CA,West
1560,Murfreesboro city,Tennessee,Medium,Bike,214,0.4,0.2,TN,South
1561,Murrieta city,California,Medium,Bike,152,0.3,0.2,CA,West
1562,Naperville city,Illinois,Medium,Bike,264,0.4,0.3,IL,North Central
1563,New Haven city,Connecticut,Medium,Bike,1544,2.7,0.5,CT,Northeast
1564,Newport News city,Virginia,Medium,Bike,351,0.4,0.2,VA,South
1565,Norman city,Oklahoma,Medium,Bike,714,1.3,0.3,OK,South
1566,North Charleston city,South Carolina,Medium,Bike,261,0.6,0.2,SC,South
1567,Norwalk city,California,Medium,Bike,242,0.5,0.3,CA,West
1568,Oceanside city,California,Medium,Bike,321,0.4,0.2,CA,West
1569,Odessa city,Texas,Medium,Bike,46,0.1,0.1,TX,South
1570,Olathe city,Kansas,Medium,Bike,50,0.1,0.1,KS,North Central
1571,Ontario city,California,Medium,Bike,588,0.8,0.3,CA,West
1572,Orange city,California,Medium,Bike,818,1.2,0.3,CA,West
1573,Overland Park city,Kansas,Medium,Bike,262,0.3,0.1,KS,North Central
1574,Palm Bay city,Florida,Medium,Bike,249,0.6,0.3,FL,South
1575,Palmdale city,California,Medium,Bike,58,0.1,0.1,CA,West
1576,Pasadena city,California,Medium,Bike,1384,2.1,0.6,CA,West
1577,Pasadena city,Texas,Medium,Bike,136,0.2,0.1,TX,South
1578,Paterson city,New Jersey,Medium,Bike,47,0.1,0.1,NJ,Northeast
1579,Pembroke Pines city,Florida,Medium,Bike,135,0.2,0.1,FL,South
1580,Peoria city,Arizona,Medium,Bike,298,0.4,0.2,AZ,West
